Time,Latitude,Longitude,Image
2026-03-19 22:35:39,28.614500347969102,77.20983700670224,pothole_59.jpg
2026-03-19 22:35:39,28.613905683812312,77.20883251229105,pothole_60.jpg
2026-03-19 22:35:39,28.61376602421325,77.20877746592245,pothole_61.jpg
2026-03-19 22:35:39,28.61469386275854,77.20804081402393,pothole_62.jpg
2026-03-19 22:35:39,28.61411047580615,77.20858585100807,pothole_63.jpg
2026-03-19 22:35:39,28.613816226901502,77.208559275323,pothole_64.jpg
2026-03-19 22:35:39,28.614866440405798,77.20856125307866,pothole_65.jpg
2026-03-19 22:35:40,28.61436827288559,77.20881643727995,pothole_66.jpg
2026-03-19 22:35:40,28.61459478141005,77.20914938444183,pothole_67.jpg
2026-03-19 22:35:40,28.61343335924744,77.20910714208075,pothole_68.jpg
2026-03-19 22:35:40,28.614637667815217,77.20845044482289,pothole_69.jpg
2026-03-19 22:35:40,28.61457725403106,77.20827590865366,pothole_70.jpg
2026-03-19 22:35:40,28.614178800060024,77.20922793354944,pothole_71.jpg
2026-03-19 22:35:41,28.613431432483477,77.20846119574627,pothole_72.jpg
2026-03-19 22:35:41,28.613484953835556,77.20963648891477,pothole_73.jpg
2026-03-19 22:35:41,28.61445114739626,77.2099476693312,pothole_74.jpg
2026-03-19 22:35:41,28.61359733529822,77.2080916483892,pothole_75.jpg
2026-03-19 22:35:42,28.613347251787328,77.20871383309812,pothole_76.jpg
2026-03-19 22:35:42,28.61302183944021,77.20856290803039,pothole_77.jpg
2026-03-19 22:35:42,28.61451695892205,77.20958865126852,pothole_78.jpg
2026-03-19 22:35:42,28.61337929446058,77.20850197037585,pothole_79.jpg
2026-03-19 22:35:42,28.613196252921895,77.20986352126005,pothole_80.jpg
2026-03-19 22:35:43,28.613026960787828,77.20987029879832,pothole_81.jpg
2026-03-19 22:35:43,28.613034587573924,77.20953483765008,pothole_82.jpg
2026-03-19 22:35:43,28.61425071499353,77.20936585383056,pothole_83.jpg
2026-03-19 22:35:43,28.614753703284403,77.20955233949157,pothole_84.jpg
2026-03-19 22:35:43,28.614441649713427,77.20808900001421,pothole_85.jpg
2026-03-19 22:35:43,28.61351815412605,77.20978663346214,pothole_86.jpg
2026-03-19 22:35:44,28.61427703389275,77.20999049759156,pothole_87.jpg
2026-03-19 22:35:44,28.61299000191734,77.20945037219276,pothole_88.jpg
2026-03-19 22:35:44,28.613731672665523,77.20866373005308,pothole_89.jpg
2026-03-19 22:35:44,28.613225049192035,77.20947720702046,pothole_90.jpg
2026-03-19 22:35:44,28.613509616724876,77.20952120620856,pothole_91.jpg
2026-03-19 22:35:44,28.613939397015688,77.20892684275418,pothole_92.jpg
2026-03-19 22:35:45,28.614776229569383,77.20902421187303,pothole_93.jpg
2026-03-19 22:35:45,28.613276111977928,77.20987279328546,pothole_94.jpg
2026-03-19 22:35:45,28.61434827901811,77.20967899986998,pothole_95.jpg
2026-03-19 22:35:45,28.61404548313331,77.20823413642692,pothole_96.jpg
2026-03-19 22:35:45,28.61370137193433,77.2082746509089,pothole_97.jpg
2026-03-19 22:35:45,28.614402166336948,77.20965488118291,pothole_98.jpg
2026-03-19 22:35:46,28.613052782469886,77.20933542113396,pothole_99.jpg
2026-03-19 22:35:46,28.613201347269772,77.20945972380154,pothole_100.jpg
2026-03-19 22:35:46,28.613654718944225,77.20953556917772,pothole_101.jpg
2026-03-19 22:35:46,28.614572722390655,77.20923826451235,pothole_102.jpg
2026-03-19 22:35:46,28.613945971807894,77.20921882932367,pothole_103.jpg
